"","title","beds","bath","area","adress","type","purpose","flooPlan","url","lastUpdated","price","lon","lat","address"
"1394","700 Sq Ft Budget Friendly Flat Is Up For Rent In Uttar Badda","2","2","","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-3169743.html","January 14, 2023","16 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1395","1000 Sq Ft Flat With 2 Bedrooms Is For Rent In West Manikdi, Cantonment","2","2","1,400 sqft","Manikdi, Cantonment, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1427792-400x300.webp","https://www.bproperty.com/en/property/details-4827200.html","January 10, 2023","10 Thousand",90.3919059,23.8260022,"manikdi, dhaka, bangladesh"
"1396","Let Us Present To You This 1700 Sq Ft Apartment For Rent In Aftab Nagar, Block E","3","3","","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5546566.html","January 11, 2023","24 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1397","Rent This Nice 1600 Sq Ft Apartment In Aftab Nagar, Block E","3","3","900 sqft","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1255502-400x300.webp","https://www.bproperty.com/en/property/details-5546567.html","January 11, 2023","23 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1398","Your New Home Is Waiting For You In This 3 Bedroom Nice Apartment For Rent At Dolipara, Uttara","3","2","1,350 sqft","Jashimuddin Avenue, Dolipara, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1510449-400x300.webp","https://www.bproperty.com/en/property/details-2080116.html","November 30, 2021","18 Thousand",90.3977194,23.8610191,"rd -9a, জসীমউদ্দিন সরনী, ঢাকা 1230, bangladesh"
"1399","1530 Sq Ft Suitable Flat For Rent In West Agargaon, Sher- E- Banglanagar","3","3","1,700 sqft","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1251341-400x300.webp","https://www.bproperty.com/en/property/details-4128658.html","January 10, 2023","30 Thousand",90.3693678,23.7807183,"w agargaon, dhaka, bangladesh"
"1400","Grab This 1722 Square Feet Residential Apartment For Rent At Turag, Dia Bari Road","3","3","1,700 sqft","Turag, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1251341-400x300.webp","https://www.bproperty.com/en/property/details-5547227.html","January 11, 2023","30 Thousand",90.3686078,23.8762949,"turag, bangladesh"
"1401","1750 Square Feet Apartment With 4 Balconies Is For Rent At Turag, Dia Bari Road","3","3","1,250 sqft","Turag, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1194867-400x300.webp","https://www.bproperty.com/en/property/details-5547228.html","January 11, 2023","30 Thousand",90.3686078,23.8762949,"turag, bangladesh"
"1402","A Secured Flat Of 1530 Sq Ft Is For Rent In West Agargaon","3","3","1,500 sqft","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-4128660.html","January 10, 2023","30 Thousand",90.3693678,23.7807183,"w agargaon, dhaka, bangladesh"
"1403","Well-featured 1400 Sq Ft Residence Is Ready For Rent At West Agargaon","3","3","1,500 sqft","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-2078678.html","January 14, 2023","22 Thousand",90.3693678,23.7807183,"w agargaon, dhaka, bangladesh"
"1404","Residential Apartment Is Available For Rental Purpose In Mirpur 1.","2","1 Bath","","Pirerbag, Section 1, Mirpur, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4602850.html","July 20, 2022","10 Thousand",90.3489496,23.8015639,"section 1, dhaka, bangladesh"
"1405","1700 square feet residential apartment rent in Uttara Available For Rent In Uttara 3.","3","4","1,500 sqft","Sector 3, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-3981519.html","June 17, 2022","40 Thousand",90.3972052,23.8654003,"sector 3, dhaka 1230, bangladesh"
"1406","Residence for renting purposes is available in Uttar Badda, with a space of 700 SQ FT","2","2","","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4941410.html","January 11, 2023","16 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1407","Great News! In The Suitable Location Of Rajabazar, An Eye-catching Flat Of 1500 Sq Ft Is Up For Rent","3","3","","Rajabazar, Tejgaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5499704.html","January 10, 2023","35 Thousand",90.3860187,23.7531346,"rajabazar, dhaka 1205, bangladesh"
"1408","1700 Square Feet Elegant Apartment Is Ready For Rent In Uttara-11","3","3","1,500 sqft","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-5501467.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1409","Uttara Is Offering You A 1700 Square Feet Apartment Ready For Rent","3","3","1,200 sqft","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1355734-400x300.webp","https://www.bproperty.com/en/property/details-5501468.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1410","1700 Square Feet Apartment Is Ready For Rent In A Serene Locality Of Uttara-11","3","3","","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5501469.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1411","1700 Square Feet Apartment Is Ready For Rent In Uttara-11","3","3","","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5501470.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1412","A Distinct Flat Of 1700 Square Feet Is Ready For Rent In Uttara-11","3","3","","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5501471.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1413","1700 Square Feet Apartment With 3 Modern Bedroom Setting Is Up For Rent In Uttara-11","3","3","","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5501472.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1414","1700 Square Feet Apartment With A Calm Environment Is For Rent In Uttara, Sector 11","3","3","1,500 sqft","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-5501473.html","September 5, 2022","40 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1415","This 1500 Sq. Feet Flat Assures To Provide You With Better Homely Affairs At Uttara 3 Next To Masjid Al Magfirah .","3","3","1,500 sqft","Sector 3, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-3464636.html","October 2, 2022","35 Thousand",90.3972052,23.8654003,"sector 3, dhaka 1230, bangladesh"
"1416","Pick This 1300 Sq Ft Apartment Ready For Rent In Uttar Badda","3","3","1,500 sqft","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-5423154.html","January 5, 2023","24 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1417","Beautiful And Well-constructed 2200 Sq Ft Flat Is Ready To Rent At Mirpur DOHS","4","4","1,500 sqft","Avenue 2, Mirpur DOHS, Mirpur, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-4591074.html","October 18, 2022","40 Thousand",90.3661908,23.8391758,"ave 2, dhaka, bangladesh"
"1418","1654 Square Feet Amazing Apartment Is For Rent In Uttara-18","3","3","1,600 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1493255-400x300.webp","https://www.bproperty.com/en/property/details-4781272.html","January 12, 2023","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"1419","1654 Square Feet Apartment With Various Home Facilities Is For Rent In Uttara-18","3","4","1,600 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1543487-400x300.webp","https://www.bproperty.com/en/property/details-4781293.html","January 12, 2023","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"1420","Start residing in this 750 SQ FT, properly developed flat for rent, in Faydabad, near Mujibur Market","2","2","1,800 sqft","Faydabad, East Azampur, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1542769-400x300.webp","https://www.bproperty.com/en/property/details-1810028.html","June 14, 2022","10.5 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"1421","We have a ready flat for rent in Khilgaon nearby Notunbag Masjeed","3","3","1,200 sqft","Notunbag, Taltola, Khilgaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/839588-400x300.webp","https://www.bproperty.com/en/property/details-1934761.html","January 2, 2023","22 Thousand",90.4234059,23.7560342,"notunbag, dhaka, bangladesh"
"1422","Available In Faydabad , A 600 Sq. Ft Apartment For Rent, Near Faidabad Central Eidgah Maidan","2","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-2019225.html","July 3, 2022","10.5 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"1423","Very Affordable And Great Location, This 800 Sq Ft Apartment For Rent At Uttara Nearby Bd Shoppers Is Certainly Assures You These Benefits.","2","2","1,000 sqft","Sector 13, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1414488-400x300.webp","https://www.bproperty.com/en/property/details-1832425.html","January 9, 2023","21 Thousand",90.3877848,23.8713728,"sector-13, dhaka 1230, bangladesh"
"1424","1600 Sq Ft Flat Is Set For Rent In Aftab Nagar, Block E","3","3","1,250 sqft","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1549009-400x300.webp","https://www.bproperty.com/en/property/details-5546555.html","January 8, 2023","24 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1425","Live In This Secured 1600 Sq Ft Flat Up For Rent In Aftab Nagar, Block E","3","3","1,240 sqft","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp","https://www.bproperty.com/en/property/details-5546556.html","January 8, 2023","24 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1426","Take A Thorough Look At This 1600 Sq Ft Flat Up For Rent In Aftab Nagar","3","3","","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5546557.html","January 8, 2023","24 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1427","A Comfortable And Convenient 700 Sq. Ft House Is Ready For Rent At Joar Shahara Bazar Road.","2","2","1,050 sqft","Joar Sahara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1115224-400x300.webp","https://www.bproperty.com/en/property/details-3209883.html","June 10, 2021","14 Thousand",90.4184093,23.8177528,"joar shahara, dhaka, bangladesh"
"1428","1600 Sq Ft Apartment Is Ready For Rent In Banani","3","3","1,300 sqft","Banani, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/975457-400x300.webp","https://www.bproperty.com/en/property/details-3514853.html","January 8, 2023","60 Thousand",90.4066082,23.7936706,"banani model town, dhaka, bangladesh"
"1429","Let Us Offer You This 1500 Sq Ft Flat For Rent In Agargaon","3","3","1,000 sqft","Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1523205-400x300.webp","https://www.bproperty.com/en/property/details-4819067.html","January 9, 2023","25 Thousand",90.3736584,23.7791954,"agargaon, dhaka, bangladesh"
"1430","Dwell In This 1500 Sq Ft Flat For Rent In Agargaon, Kamal Soroni Road","3","3","1,000 sqft","Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/467865-400x300.webp","https://www.bproperty.com/en/property/details-4819068.html","January 9, 2023","25 Thousand",90.3736584,23.7791954,"agargaon, dhaka, bangladesh"
"1431","West Agargaon Is Offering You A 1530 Sq Ft Flat For Rent","3","3","1,000 sqft","Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1520452-400x300.webp","https://www.bproperty.com/en/property/details-4128656.html","January 9, 2023","30 Thousand",90.3693678,23.7807183,"w agargaon, dhaka, bangladesh"
"1432","A Vacant Apartment Of 2000 Sq Ft Is For Rent In Paribagh","3","4","","Paribagh, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4637995.html","January 9, 2023","40 Thousand",90.3930835,23.7441918,"paribagh, dhaka 1205, bangladesh"
"1433","900 Square Feet Apartment With A Nice Surrounding Is For Rent In Uttara-14","2","2","1,500 sqft","Sector 14, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1506509-400x300.webp","https://www.bproperty.com/en/property/details-3056613.html","January 9, 2023","22 Thousand",90.3871961,23.8676564,"sector 14, dhaka 1230, bangladesh"
"1434","1865 Square Feet Apartment For The Rent In The Prime Location Of Gulshan 1","3","3","1,500 sqft","Gulshan 1, Gulshan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1523061-400x300.webp","https://www.bproperty.com/en/property/details-3341407.html","January 8, 2023","80 Thousand",90.4160527,23.7820624,"gulshan 1, dhaka 1212, bangladesh"
"1435","Flat For Rent At Tejgaon Neighboring Tejkunipara","2","2","","Tejgaon, Dhaka","Apartment","For Rent","","https://www.bproperty.com/en/property/details-1964217.html","June 21, 2022","24 Thousand",90.3913172,23.759815,"tejgaon, dhaka, bangladesh"
"1436","Comfy Flat Covering An Area Of 1200 Sq Ft Is Up For Rent In Indira Road","3","2","1,250 sqft","Indira Road, Tejgaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1242747-400x300.webp","https://www.bproperty.com/en/property/details-4961436.html","June 21, 2022","27 Thousand",90.3848679,23.7580016,"indira rd, dhaka 1215, bangladesh"
"1437","A Nice Apartment Of 1050 Sq Ft Is Ready For Rent At Elephant Road, Hatirpool.","2","2","","Hatirpool, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4009918.html","January 6, 2023","26 Thousand",90.3883735,23.7427161,"hatirpool, dhaka 1205, bangladesh"
"1438","A Well Defined Residential Flat Of 860 Sq Ft Is Available For Rent In Lalbagh, Near Lalbagh Fort Bus Stand","3","2","","Bakshi Bazar, Lalbagh, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-1745003.html","January 9, 2023","25 Thousand",90.3954387,23.7218725,"bakshi bazar, dhaka, bangladesh"
"1439","Notable Flat For Rent In Police Fari Road, Khilgaon","3","3","","Khilgaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-2043194.html","January 8, 2023","24 Thousand",90.4643906,23.7566389,"khilgaon, dhaka, bangladesh"
"1440","A Nice Residential Property Is Up For Rent In Uttara, Sector 11","1 Bed","1 Bath","1,350 sqft","Sector 11, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1270988-400x300.webp","https://www.bproperty.com/en/property/details-4972237.html","January 23, 2022","13.2 Thousand",90.3901397,23.8773155,"sector 11, dhaka 1230, bangladesh"
"1441","A 1050 Sq Ft Apartment For Rent In Uttara 10, Adjacent To Wide Vision College.","2","2","1,150 sqft","Sector 10, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/826334-400x300.webp","https://www.bproperty.com/en/property/details-3036156.html","June 27, 2022","19 Thousand",90.3883735,23.884012,"sector 10, dhaka 1230, bangladesh"
"1442","Excellent Flat Of 1450 Sq Ft Is All Set For Rent In The Fine Location Of Uttara -10","3","3","1,150 sqft","Sector 10, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/826334-400x300.webp","https://www.bproperty.com/en/property/details-3344984.html","January 9, 2023","23 Thousand",90.3883735,23.884012,"sector 10, dhaka 1230, bangladesh"
"1443","Settle Down In This 1350 Sq Ft Flat For Rent, Ready To Provide A Nice Home Experience In Uttara-12","3","3","900 sqft","Sector 12, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1437171-400x300.webp","https://www.bproperty.com/en/property/details-3058402.html","January 9, 2023","25 Thousand",90.380721,23.8713904,"sector 12, dhaka 1230, bangladesh"
"1444","Comfortable And Well-designed Apartment Of 1000 Sq Ft In Katashur For Rent","3","3","","Mohammadpur, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5473872.html","January 9, 2023","20 Thousand",90.3588734,23.7661639,"mohammadpur, dhaka, bangladesh"
"1445","Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Rent In West Agargaon","3","3","1,250 sqft","Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp","https://www.bproperty.com/en/property/details-4818191.html","June 27, 2022","20 Thousand",90.3693678,23.7807183,"w agargaon, dhaka, bangladesh"
"1446","1150 Sq Ft Apartment Is Available For Rent In East Rampura","3","3","1,250 sqft","East Rampura, Rampura, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1537404-400x300.webp","https://www.bproperty.com/en/property/details-4441150.html","January 9, 2023","20 Thousand",90.4254798,23.7582378,"east rampura, dhaka, bangladesh"
"1447","Reasonable 1550 Sq Ft Flat Is Available For Rent In Uttara Near To Uttara Club","3","3","","Sector 4, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-1753655.html","November 25, 2022","40 Thousand",90.4042719,23.8624077,"sector 4, dhaka 1230, bangladesh"
"1448","Select This 1300 Sq Ft Apartment To Rent In Uttar Badda, Shadhinata Sharani","3","3","","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5423202.html","January 5, 2023","25 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1449","1600 Sq Ft Flat Is Up For Rent In Aftab Nagar, Block E","3","3","1,250 sqft","Sector 2, Block E, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1549009-400x300.webp","https://www.bproperty.com/en/property/details-5546548.html","January 8, 2023","24 Thousand",90.3676452,23.7550153,"2 block-e, dhaka 1205, bangladesh"
"1450","Ensure Living In This 700 Sq Ft Apartment Ready For Rent In Uttar Badda","2","2","","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4975028.html","January 9, 2023","18 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1451","A Lovely And Affordable Flat Of 1600 Sq Ft Is Up For Rent Located In Aftab Nagar And Is All Ready For You To Shift.","3","3","","Sector 1, Block D, Aftab Nagar, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4608932.html","January 7, 2023","23 Thousand",90.4466991,23.7641281,"aftab nagar, dhaka, bangladesh"
"1452","Take A Look At This Nice 1000 Sq Ft Apartment Ready For Rent In Uttar Badda","3","2","","Uttar Badda, Badda, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-3304103.html","January 9, 2023","24 Thousand",90.4231228,23.7820433,"uttar badda, dhaka 1212, bangladesh"
"1453","Don’t waste you valuable time! You Can Take This 1500 Sq Ft Flat for Rent in Bashundhara R-A","3","3","900 sqft","Block G, Bashundhara R-A, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1539368-400x300.webp","https://www.bproperty.com/en/property/details-5284144.html","May 18, 2022","35 Thousand",90.433141,23.8244052,"block g, dhaka, bangladesh"
"1454","1620 SQ FT flat is now Vacant for rent in Uttara close to Gausul Azam Jame Masjid","3","3","","Sector 13, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-1810182.html","January 2, 2023","30 Thousand",90.3877848,23.8713728,"sector-13, dhaka 1230, bangladesh"
"1455","Available For Rental Purpose, This 2100 Sq. Ft. Apartment In Uttara 5","4","3","1,500 sqft","Sector 5, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1567732-240x180.webp","https://www.bproperty.com/en/property/details-4842685.html","December 17, 2022","45 Thousand",90.3907284,23.8646732,"sector 5, dhaka 1230, bangladesh"
"1456","An Apartment Is Ready For Rent At Uttara , Near Oasis Intermediate College.","3","4","","Sector 7, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-1920515.html","January 8, 2023","50 Thousand",90.3972052,23.871349,"sector 7, dhaka 1230, bangladesh"
"1457","A Reasonable Apartment Of 820 Sq Ft Is Waiting To Be Rented In Indira Road.","2","2","","Farmgate, Tejgaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-2063421.html","January 8, 2023","20 Thousand",90.3871961,23.7561067,"farmgate, dhaka 1215, bangladesh"
"1458","Offering you 1654 SQ FT well-constructed flat to Rent in Uttara, Sector 18","3","3","1,500 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1506509-400x300.webp","https://www.bproperty.com/en/property/details-4785232.html","January 8, 2023","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"1459","Flat for Rent in Agargaon close to Agargaon Jame Masjid","1 Bed","1 Bath","1,350 sqft","Agargaon, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1270988-400x300.webp","https://www.bproperty.com/en/property/details-1929872.html","June 21, 2022","10 Thousand",90.3736584,23.7791954,"agargaon, dhaka, bangladesh"
"1460","Flat For Rent Covering A Beautiful Area In Niketan Nearby Niketan Central Mosque","3","3","1,335 sqft","Block D, Niketan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp","https://www.bproperty.com/en/property/details-1941231.html","January 8, 2023","50 Thousand",90.433141,23.8154814,"block d, dhaka, bangladesh"
"1461","An Apartment Is Ready For Rent At Uttara , Near Asian University of Bangladesh","3","4","1,335 sqft","Sector 7, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1523730-400x300.webp","https://www.bproperty.com/en/property/details-1966979.html","January 8, 2023","50 Thousand",90.3972052,23.871349,"sector 7, dhaka 1230, bangladesh"
"1462","This Flat Is Now Vacant For Rent In Middle Paikpara Close To Paikpara Central Jame Masjid","3","3","1,300 sqft","Mirpur, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/531125-400x300.webp","https://www.bproperty.com/en/property/details-1972744.html","June 15, 2022","14 Thousand",90.3654204,23.8223486,"mirpur, dhaka, bangladesh"
"1463","This 700 Sq Ft Flat In Faydabad With A Convenient Price Is Up For Rent","2","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-2080247.html","June 14, 2022","10 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"1464","950 Sq Ft Flat To Rent In Joar Sahara","2","2","1,250 sqft","Joar Sahara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/55174-400x300.webp","https://www.bproperty.com/en/property/details-2054915.html","December 3, 2021","15 Thousand",90.4184093,23.8177528,"joar shahara, dhaka, bangladesh"
"1465","There Is 2 Bedroom Apartment Up To Rent In The Location Of Uttara-10.","2","2","1,300 sqft","Sector 10, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp","https://www.bproperty.com/en/property/details-2084933.html","June 20, 2022","19 Thousand",90.3883735,23.884012,"sector 10, dhaka 1230, bangladesh"
"1466","Get This 1100 Sq Ft Wonderful Flat In Kuril Is Available For Rent","3","3","1,500 sqft","Kuril, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-4953935.html","November 18, 2020","20 Thousand",90.4231228,23.8207146,"kuril, dhaka, bangladesh"
"1467","Amazing Apartment Of 600 Sq Ft Is Available For Rent At Dakshin Khan","2","1 Bath","1,500 sqft","Ashkona, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1332177-400x300.webp","https://www.bproperty.com/en/property/details-3953668.html","June 14, 2022","10 Thousand",90.4184093,23.853447,"ashkona, dhaka 1230, bangladesh"
"1468","This Rental Property Of 700 Sq Ft Is Suitable For Family Home, Situated In Joar Sahara","2","1 Bath","1,250 sqft","Joar Sahara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1549009-400x300.webp","https://www.bproperty.com/en/property/details-5102859.html","July 25, 2022","12 Thousand",90.4184093,23.8177528,"joar shahara, dhaka, bangladesh"
